661477288811319304,Stavroguine,vu qu'Activision a racheté King on a plus qu'à attendre CANDY CRUSH HEROES OF WARCRAFT,1446543449000,candy crush,4
661477206418448384,Virginie de Meeûs,Activision Blizzard rachète King  (Candy Crush) pour 5 4 milliards d’euros https //t co/G7cCbZoxgN,1446543430000,candy crush,2
661477050964946944,Nicolas Boivin,Le sachet de bonbons le + cher de l'histoire  Activision achète le créateur de Candy Crush pour 5 4 milliards d’€ https //t co/9bijkqjl1v,1446543393000,candy crush,4
661476817652551680,YZGeneration,Et sinon Activision Blizzard vient de racheter Candy Crush https //t co/L7EQKm3ufe https //t co/bRxFUqfYvZ,1446543337000,candy crush,2
661476529663295488,Frédéric Neff,donc Candy Crush coûte 5 4 milliards de dollars A ce prix là on ne les bouffera jamais les 5 fruits et légumes frais par jour ,1446543268000,candy crush,4
661476406124224513,Beau Connard.,J'ai même pas de jeu dans mon téléphone  Meme pas la base Candy Crush,1446543239000,candy crush,0
661476233893539844,Philippe de Demos,Le rachat de Candy Crush exacerbe la consolidation du mobile gaming par  @ https //t co/Dexs1Jtipj via  @ ,1446543198000,candy crush,0
661476065945210880,Nesfux,Activision qui rachète Candy Crush pour 5 Milliards Y-a encore des jeux qui jouent à ça xD,1446543158000,candy crush,2
661475957841227776,Cybèle Leclair ☾,Activision Blizzard qui rachète King à quand un Candy Crush intégré au fief ,1446543132000,candy crush,4
661475699497132032,Melanie Lamoureux,Candy Crush pour 5 4 milliards d euros Couteux à la friandise  https //t co/8KENff6RHk,1446543071000,candy crush,4
661479446101127168,Actualité 24,Ce qu'a dit François Hollande depuis la Chine sur l'antenne d'Europe 1 https //t co/cyxZ196rP0 https //t co/paYGhQgZmP,1446543964000,françois hollande,2
661478354722361345,Cyrille Lociciro,François Hollande et l’excellence écologique  La bonne blague  https //t co/v0Zdp2KFhL via  @ ,1446543704000,françois hollande,4
661478183221465088,Laurent SAMUEL,Plus vrais que nature grâce à Canteloup JPE l'émotion devant François Hollande en direct de Pékin https //t co/eMjcQTn9Zy via  @ ,1446543663000,françois hollande,4
661478106994188288,Philippe PENEAU,La France totalement discréditée par son incohérence  #  https //t co/K6Hhta5flC via  @ ,1446543645000,françois hollande,0
661477307018846208,mongo 0468,Climat François Hollande et Xi Jinping veulent le beurre et l'argent du beurre https //t co/qh7HJLjdmh via  @ ,1446543454000,françois hollande,0
661476960963444741,jlmcreation , #  - François Hollande et l’excellence écologique La bonne blague -  https //t co/GcYwtTRZCS   https //t co/WGLc2LUgBv,1446543371000,françois hollande,4
661449857148854272,Emel,📷 La blague de la semaine  #   #  https //t co/j3ITFz1xvG,1446536909000,#jesuischarlie,4
661446573801480192,Bo$$ Key Yacht$,Et bien si ma caméra et mon trépied sont les armes de ma liberté d'expression alors oui je suis armé  #   # ,1446536126000,#jesuischarlie,0
661438548923588608,nico l arsouille,Comme quoi   #  toussa   https //t co/3hpcu3aQuZ,1446534213000,#jesuischarlie,0
661388848501534724,Brokol-e,Encore un hashtag  #  arrêtez de faire un exposé pour la semaine derniere en allemand sur un héros allemand,1446522364000,#jesuischarlie,0
661306884071256064,Philippe De Camps,Plus de 700 journalistes tués en un peu moins de 10 ans  # étieràrisque https //t co/cJbCZNCFfS  #   #   # ,1446502822000,#jesuischarlie,0
661296236859904000,juju21853, #  sa fait 300 jour pile malheuresement qu'il a eu le drame,1446500283000,#jesuischarlie,0
661283956072034304,kal, @   @   @   @   @   @   @   @   @  mdrr  # ,1446497355000,#jesuischarlie,4
661257401660755968,A croire que,Mdr il s'est fait tatoué  #  sur l'avant bras et personne dit rien https //t co/rCxDY1GiwC,1446491024000,#jesuischarlie,4
661223191193501696,Keketo, @   @  tu me sidères ca me choque qu'on pense ca en 2015  # ,1446482868000,#jesuischarlie,0
661168726822244352,Aziz Rahel,Netanyahu était en 1ère ligne à la marche  # la preuve qu'on vous prend pour des cons  https //t co/9k4ye1MTWW,1446469883000,#jesuischarlie,0
661482916439027712,Maun' ,La tune qu'il doit se faire KEV ADAMS en ce moment   ,1446544791000,kev adams,0
661474242366734336,numeroVI,Aladin avec le grand Kev Adams devient le plus gros succès français de 2015 Je   Mais   Je ne comprends pas https //t co/kJ1fA094F8,1446542723000,kev adams,0
661470218842152960,#unejourneavecbaba, #  #  #  #  #  #  #  #  #  #  #  kev j'en peu plus des cours prend moi avec 👑  @  https //t co/2nwaX9FoCc,1446541764000,kev adams,2
661465717557084160,Simon Gosselin,Un instant j'ai imaginé le film avec Kev Adams et Kad Merad réalisé par Jean Luc Godard  https //t co/qz49uwup0O,1446540691000,kev adams,4
661456303286415360,Julien,Super j'ai la chanson de Kev Adams dans la tête maintenant N'ai je donc pas assez souffert ,1446538446000,kev adams,0
661453464053096448,Mathilde Delrez,Black M - Le prince Aladin ft Kev Adams j'adore 😍  @   https //t co/IsA6tsIRf9,1446537769000,kev adams,4
661450240164306944,Angelique, Aladin devient le + gros succès français de l'année ils peuvent remercier les ados de kev adams j'aurai dit le + gros navet de cette année,1446537001000,kev adams,0
661442765314748417,Hadrien.,Presque 30M de vues pour BlackM et Kev Adams le prince aladin    cest bientot l'apocalypse les gars ,1446535218000,kev adams,0
661437511391121408,Minuit,J'ai rêvé que je regardais Star Wars 7 et y'avait Kev Adams dedans ,1446533966000,kev adams,4
661431700673699840,Gd mère Yet'™,Si vous n'avez pas trop le moral ce matin pensez aux parents des fans de Kev Adams ou des One Direction  Ça va mieux ,1446532580000,kev adams,4
661426769761861632,Tout est possible, # éphine je fais apparaître Kev Adams devant moi GNEHEHEHHEHE 😂😂😂😌😌😌💕😍💕😍💕😍💕,1446531405000,kev adams,4
661358003665420290,Nacho Piatti MVP,mdr d'ou tu cast un babtou pour jouer Aladin surtout Kev adams quoi le film a l'air bien bien nul putain aladin kev adams quoi on est ou la,1446515010000,kev adams,0
664030215543369728,Vicky,Biber il m'a tué à oublier son #  d'honneur dans son van aha,1447152115000,nma,4
664029640936267776,Interstellaires ⭐,Ta gueule la pute qui dit que le botox de MF avait fait fondre des bouts de sa robe aux NMA o O,1447151978000,nma,0
664028892454363137,DECLICSTATION,Helmut Fritz - Ca M'énerve Actuellement sur https //t co/3BdhMFrhZj  #   #   #   #   #   #    #   # ,1447151799000,nma,0
664027612998692864,it's a great day.,Ma nièce elle a carrément pleurer quand la chanson de Bruno Mars a pas remporter un prix Elle m'a fait mal au coeur  # ,1447151494000,nma,0
664026689442340864,Aųrørą • TH ♡☆,HEUREUSEMENT que le replay existe   pck putain se fader 3h de NMA avec certains 'artistes'  euh non merci ,1447151274000,nma,0
664026322331705344,it's a great day.,Je suis désolée mais Tokio Hotel méritait d'être aux NMA cette année au même titre que les autres artistes présents ce soir là ,1447151186000,nma,0
664025990574772224,Hélène du 83,   voir cette PokoFamily unis crié de partout chanter   danser   pleuré   bref ce fut un moment magique et magnifique 😢💖  @   # ,1447151107000,nma,4
