661477288811319304,Stavroguine,vu qu'Activision a racheté King on a plus qu'à attendre CANDY CRUSH HEROES OF WARCRAFT,1446543449000,candy crush,4
661477206418448384,Virginie de Meeûs,Activision Blizzard rachète King  (Candy Crush) pour 5 4 milliards d’euros https //t co/G7cCbZoxgN,1446543430000,candy crush,2
661477050964946944,Nicolas Boivin,Le sachet de bonbons le + cher de l'histoire  Activision achète le créateur de Candy Crush pour 5 4 milliards d’€ https //t co/9bijkqjl1v,1446543393000,candy crush,4
661476817652551680,YZGeneration,Et sinon Activision Blizzard vient de racheter Candy Crush https //t co/L7EQKm3ufe https //t co/bRxFUqfYvZ,1446543337000,candy crush,2
661476529663295488,Frédéric Neff,donc Candy Crush coûte 5 4 milliards de dollars A ce prix là on ne les bouffera jamais les 5 fruits et légumes frais par jour ,1446543268000,candy crush,4
661476406124224513,Beau Connard.,J'ai même pas de jeu dans mon téléphone  Meme pas la base Candy Crush,1446543239000,candy crush,0
661476233893539844,Philippe de Demos,Le rachat de Candy Crush exacerbe la consolidation du mobile gaming par  @ https //t co/Dexs1Jtipj via  @ ,1446543198000,candy crush,0
661476065945210880,Nesfux,Activision qui rachète Candy Crush pour 5 Milliards Y-a encore des jeux qui jouent à ça xD,1446543158000,candy crush,2
661475957841227776,Cybèle Leclair ☾,Activision Blizzard qui rachète King à quand un Candy Crush intégré au fief ,1446543132000,candy crush,4
661475699497132032,Melanie Lamoureux,Candy Crush pour 5 4 milliards d euros Couteux à la friandise  https //t co/8KENff6RHk,1446543071000,candy crush,4
